Merek,Model,Varian,Spesifikasi,Value,Tab
daihatsu,ayla,1-2l-x-at,Jenis Bahan Bakar,Bensin,1
daihatsu,ayla,1-2l-x-at,Torsi,108 Nm,1
daihatsu,ayla,1-2l-x-at,Girboks,4-Speed,4
daihatsu,ayla,1-2l-x-at,Jenis Transmisi,Otomatis,4
daihatsu,ayla,1-2l-x-at,Jenis penggerak,FWD,4
daihatsu,ayla,1-2l-x-at,Jumlah Silinder,4,5
daihatsu,ayla,1-2l-x-at,Katup per Silinder,4,5
daihatsu,ayla,1-2l-x-at,Konfigurasi Katup,DOHC,5
daihatsu,ayla,1-2l-x-at,Sistem Suplai Bahan Bakar,EFI,5
daihatsu,ayla,1-2l-x-at,Mesin,"1.2L Petrol Engine, 4 Cylinder 16 Valve DOHC with Dual VVT-i",5
daihatsu,ayla,1-2l-r-mt,Kapasitas mesin,1197 cc,1
daihatsu,ayla,1-2l-r-mt,Tenaga,87 hp,1
daihatsu,ayla,1-2l-r-mt,Torsi,108 Nm,1
daihatsu,ayla,1-2l-r-mt,Jenis Bahan Bakar,Bensin,1
daihatsu,ayla,1-2l-r-mt,Girboks,5-Speed,4
daihatsu,ayla,1-2l-r-mt,Jenis penggerak,FWD,4
daihatsu,ayla,1-2l-r-mt,Jenis Transmisi,Manual,4
daihatsu,ayla,1-2l-r-mt,Jumlah Silinder,4,5
daihatsu,ayla,1-2l-r-mt,Katup per Silinder,4,5
daihatsu,ayla,1-2l-r-mt,Konfigurasi Katup,DOHC,5
daihatsu,ayla,1-2l-r-mt,Sistem Suplai Bahan Bakar,EFI,5
daihatsu,ayla,1-2l-r-mt,Mesin,"1.2L Petrol Engine, 4 Cylinder 16 Valve DOHC with Dual VVT-i",5
daihatsu,ayla,1-2l-r-at,Kapasitas mesin,1197 cc,1
daihatsu,ayla,1-2l-r-at,Tenaga,87 hp,1
daihatsu,ayla,1-2l-r-at,Torsi,108 Nm,1
daihatsu,ayla,1-2l-r-at,Jenis Bahan Bakar,Bensin,1
daihatsu,ayla,1-2l-r-at,Girboks,4-Speed,4
daihatsu,ayla,1-2l-r-at,Jenis Transmisi,Otomatis,4
daihatsu,ayla,1-2l-r-at,Jenis penggerak,FWD,4
daihatsu,ayla,1-2l-r-at,Jumlah Silinder,4,5
daihatsu,ayla,1-2l-r-at,Katup per Silinder,4,5
daihatsu,ayla,1-2l-r-at,Konfigurasi Katup,DOHC,5
daihatsu,ayla,1-2l-r-at,Sistem Suplai Bahan Bakar,EFI,5
daihatsu,ayla,1-2l-r-at,Mesin,"1.2L Petrol Engine, 4 Cylinder 16 Valve DOHC with Dual VVT-i",5
daihatsu,ayla,1-0l-d-plus-mt,Kapasitas mesin,998 cc,1
daihatsu,ayla,1-0l-d-plus-mt,Tenaga,64 hp,1
daihatsu,ayla,1-0l-d-plus-mt,Torsi,86 Nm,1
daihatsu,ayla,1-0l-d-plus-mt,Jenis Bahan Bakar,Bensin,1
daihatsu,ayla,1-0l-d-plus-mt,Girboks,5-Speed,4
daihatsu,ayla,1-0l-d-plus-mt,Jenis penggerak,FWD,4
daihatsu,ayla,1-0l-d-plus-mt,Jenis Transmisi,Manual,4
daihatsu,ayla,1-0l-d-plus-mt,Jumlah Silinder,3,5
daihatsu,ayla,1-0l-d-plus-mt,Katup per Silinder,4,5
daihatsu,ayla,1-0l-d-plus-mt,Konfigurasi Katup,DOHC,5
daihatsu,ayla,1-0l-d-plus-mt,Sistem Suplai Bahan Bakar,EFI,5
daihatsu,ayla,1-0l-d-plus-mt,Mesin,"1.0L Petrol Engine, 3 Cylinder 12 Valve DOHC",5
daihatsu,ayla,1-0l-x-mt-dlx,Kapasitas mesin,998 cc,1
daihatsu,ayla,1-0l-x-mt-dlx,Tenaga,64 hp,1
daihatsu,ayla,1-0l-x-mt-dlx,Torsi,86 Nm,1
daihatsu,ayla,1-0l-x-mt-dlx,Jenis Bahan Bakar,Bensin,1
daihatsu,ayla,1-0l-x-mt-dlx,Girboks,5-Speed,4
daihatsu,ayla,1-0l-x-mt-dlx,Jenis Transmisi,Manual,4
daihatsu,ayla,1-0l-x-mt-dlx,Jenis penggerak,FWD,4
daihatsu,ayla,1-0l-x-mt-dlx,Jumlah Silinder,3,5
daihatsu,ayla,1-0l-x-mt-dlx,Katup per Silinder,4,5
daihatsu,ayla,1-0l-x-mt-dlx,Konfigurasi Katup,DOHC,5
daihatsu,ayla,1-0l-x-mt-dlx,Sistem Suplai Bahan Bakar,EFI,5
daihatsu,ayla,1-0l-x-mt-dlx,Mesin,"1.0L Petrol Engine, 3 Cylinder 12 Valve DOHC",5
daihatsu,ayla,1-0l-x-at-dlx,Kapasitas mesin,998 cc,1
daihatsu,ayla,1-0l-x-at-dlx,Tenaga,64 hp,1
daihatsu,ayla,1-0l-x-at-dlx,Torsi,86 Nm,1
daihatsu,ayla,1-0l-x-at-dlx,Jenis Bahan Bakar,Bensin,1
daihatsu,ayla,1-0l-x-at-dlx,Girboks,4-Speed,4
daihatsu,ayla,1-0l-x-at-dlx,Jenis penggerak,FWD,4
daihatsu,ayla,1-0l-x-at-dlx,Jenis Transmisi,Otomatis,4
daihatsu,ayla,1-0l-x-at-dlx,Jumlah Silinder,3,5
daihatsu,ayla,1-0l-x-at-dlx,Katup per Silinder,4,5
daihatsu,ayla,1-0l-x-at-dlx,Konfigurasi Katup,DOHC,5
daihatsu,ayla,1-0l-x-at-dlx,Sistem Suplai Bahan Bakar,EFI,5
daihatsu,ayla,1-0l-x-at-dlx,Mesin,"1.0L Petrol Engine, 3 Cylinder 12 Valve DOHC",5
daihatsu,ayla,1-2l-r-mt-dlx,Kapasitas mesin,1197 cc,1
daihatsu,ayla,1-2l-r-mt-dlx,Tenaga,87 hp,1
daihatsu,ayla,1-2l-r-mt-dlx,Torsi,108 Nm,1
daihatsu,ayla,1-2l-r-mt-dlx,Jenis Bahan Bakar,Bensin,1
daihatsu,ayla,1-2l-r-mt-dlx,Girboks,5-Speed,4
daihatsu,ayla,1-2l-r-mt-dlx,Jenis penggerak,FWD,4
daihatsu,ayla,1-2l-r-mt-dlx,Jenis Transmisi,Manual,4
daihatsu,ayla,1-2l-r-mt-dlx,Jumlah Silinder,4,5
daihatsu,ayla,1-2l-r-mt-dlx,Katup per Silinder,4,5
daihatsu,ayla,1-2l-r-mt-dlx,Konfigurasi Katup,DOHC,5
daihatsu,ayla,1-2l-r-mt-dlx,Sistem Suplai Bahan Bakar,EFI,5
daihatsu,ayla,1-2l-r-mt-dlx,Mesin,"1.2L Petrol Engine, 4 Cylinder 16 Valve DOHC with Dual VVT-i",5
daihatsu,ayla,1-2l-r-at-dlx,Kapasitas mesin,1197 cc,1
daihatsu,ayla,1-2l-r-at-dlx,Tenaga,87 hp,1
daihatsu,ayla,1-2l-r-at-dlx,Torsi,108 Nm,1
daihatsu,ayla,1-2l-r-at-dlx,Jenis Bahan Bakar,Bensin,1
daihatsu,ayla,1-2l-r-at-dlx,Girboks,4-Speed,4
daihatsu,ayla,1-2l-r-at-dlx,Jenis Transmisi,Otomatis,4
daihatsu,ayla,1-2l-r-at-dlx,Jenis penggerak,FWD,4
daihatsu,ayla,1-2l-r-at-dlx,Jumlah Silinder,4,5
daihatsu,ayla,1-2l-r-at-dlx,Katup per Silinder,4,5
daihatsu,ayla,1-2l-r-at-dlx,Konfigurasi Katup,DOHC,5
daihatsu,ayla,1-2l-r-at-dlx,Sistem Suplai Bahan Bakar,EFI,5
daihatsu,ayla,1-2l-r-at-dlx,Mesin,"1.2L Petrol Engine, 4 Cylinder 16 Valve DOHC with Dual VVT-i",5
daihatsu,sirion,1-3l-at,Kapasitas mesin,1329 cc,1
daihatsu,sirion,1-3l-at,Tenaga,94 hp,1
daihatsu,sirion,1-3l-at,Jenis Bahan Bakar,Bensin,1
daihatsu,sirion,1-3l-at,Torsi,120 Nm,1
daihatsu,sirion,1-3l-at,Girboks,4-Speed,4
daihatsu,sirion,1-3l-at,Jenis penggerak,RWD,4
daihatsu,sirion,1-3l-at,Jenis Transmisi,Otomatis,4
daihatsu,sirion,1-3l-at,Jumlah Silinder,4,5
daihatsu,sirion,1-3l-at,Katup per Silinder,4,5
daihatsu,sirion,1-3l-at,Konfigurasi Katup,DOHC,5
daihatsu,sirion,1-3l-at,Sistem Suplai Bahan Bakar,EFI,5
daihatsu,sirion,1-3l-at,Mesin,"1.3L Petrol Engine, 4 Cylinder 16 Valve DOHC",5
daihatsu,sirion,1-3l-mt,Kapasitas mesin,1329 cc,1
daihatsu,sirion,1-3l-mt,Tenaga,94 hp,1
daihatsu,sirion,1-3l-mt,Torsi,120 Nm,1
daihatsu,sirion,1-3l-mt,Jenis Bahan Bakar,Bensin,1
daihatsu,sirion,1-3l-mt,Girboks,5-Speed,4
daihatsu,sirion,1-3l-mt,Jenis penggerak,RWD,4
daihatsu,sirion,1-3l-mt,Jenis Transmisi,Manual,4
daihatsu,sirion,1-3l-mt,Jumlah Silinder,4,5
daihatsu,sirion,1-3l-mt,Katup per Silinder,4,5
daihatsu,sirion,1-3l-mt,Konfigurasi Katup,DOHC,5
daihatsu,sirion,1-3l-mt,Sistem Suplai Bahan Bakar,EFI,5
daihatsu,sirion,1-3l-mt,Mesin,"1.3L Petrol Engine, 4 Cylinder 16 Valve DOHC",5
daihatsu,sigra,1-0-d-mt,Kapasitas mesin,998 cc,1
daihatsu,sigra,1-0-d-mt,Tenaga,66 hp,1
daihatsu,sigra,1-0-d-mt,Torsi,89 Nm,1
daihatsu,sigra,1-0-d-mt,Jenis Bahan Bakar,Bensin,1
daihatsu,sigra,1-0-d-mt,Girboks,5-Speed,4
daihatsu,sigra,1-0-d-mt,Jenis Transmisi,Manual,4
daihatsu,sigra,1-0-d-mt,Jumlah Silinder,3,5
daihatsu,sigra,1-0-d-mt,Katup per Silinder,4,5
daihatsu,sigra,1-0-d-mt,Konfigurasi Katup,DOHC,5
daihatsu,sigra,1-0-d-mt,Sistem Suplai Bahan Bakar,EFI,5
daihatsu,sigra,1-0-d-mt,Mesin,"1.0L Petrol Engine, Inline 3 Cylinder 12 Valve DOHC VVT-i",5
daihatsu,sigra,1-2-x-at,Kapasitas mesin,1197 cc,1
daihatsu,sigra,1-2-x-at,Tenaga,87 hp,1
daihatsu,sigra,1-2-x-at,Torsi,108 Nm,1
daihatsu,sigra,1-2-x-at,Jenis Bahan Bakar,Bensin,1
daihatsu,sigra,1-2-x-at,Girboks,4-Speed,4
daihatsu,sigra,1-2-x-at,Jenis Transmisi,Otomatis,4
daihatsu,sigra,1-2-x-at,Jumlah Silinder,4,5
daihatsu,sigra,1-2-x-at,Katup per Silinder,4,5
daihatsu,sigra,1-2-x-at,Konfigurasi Katup,DOHC,5
daihatsu,sigra,1-2-x-at,Sistem Suplai Bahan Bakar,EFI,5
daihatsu,sigra,1-2-x-at,Mesin,"1.2L Petrol Engine, Inline 4 Cylinder 16 Valve DOHC Dual VVT-i",5
daihatsu,sigra,1-0-m-mt,Kapasitas mesin,998 cc,1
daihatsu,sigra,1-0-m-mt,Tenaga,66 hp,1
daihatsu,sigra,1-0-m-mt,Torsi,89 Nm,1
daihatsu,sigra,1-0-m-mt,Jenis Bahan Bakar,Bensin,1
daihatsu,sigra,1-0-m-mt,Girboks,5-Speed,4
daihatsu,sigra,1-0-m-mt,Jenis Transmisi,Manual,4
daihatsu,sigra,1-0-m-mt,Jumlah Silinder,3,5
daihatsu,sigra,1-0-m-mt,Katup per Silinder,4,5
daihatsu,sigra,1-0-m-mt,Konfigurasi Katup,DOHC,5
daihatsu,sigra,1-0-m-mt,Sistem Suplai Bahan Bakar,EFI,5
daihatsu,sigra,1-0-m-mt,Mesin,"1.0L Petrol Engine, Inline 3 Cylinder 12 Valve DOHC VVT-i",5
daihatsu,sigra,1-2-x-mt,Kapasitas mesin,1197 cc,1
daihatsu,sigra,1-2-x-mt,Tenaga,87 hp,1
daihatsu,sigra,1-2-x-mt,Torsi,108 Nm,1
daihatsu,sigra,1-2-x-mt,Jenis Bahan Bakar,Bensin,1
daihatsu,sigra,1-2-x-mt,Girboks,5-Speed,4
daihatsu,sigra,1-2-x-mt,Jenis Transmisi,Manual,4
daihatsu,sigra,1-2-x-mt,Jumlah Silinder,4,5
daihatsu,sigra,1-2-x-mt,Katup per Silinder,4,5
daihatsu,sigra,1-2-x-mt,Konfigurasi Katup,DOHC,5
daihatsu,sigra,1-2-x-mt,Sistem Suplai Bahan Bakar,EFI,5
daihatsu,sigra,1-2-x-mt,Mesin,"1.2L Petrol Engine, Inline 4 Cylinder 16 Valve DOHC Dual VVT-i",5
daihatsu,sigra,1-2-r-mt,Kapasitas mesin,1197 cc,1
daihatsu,sigra,1-2-r-mt,Tenaga,87 hp,1
daihatsu,sigra,1-2-r-mt,Torsi,108 Nm,1
daihatsu,sigra,1-2-r-mt,Jenis Bahan Bakar,Bensin,1
daihatsu,sigra,1-2-r-mt,Girboks,5-Speed,4
daihatsu,sigra,1-2-r-mt,Jenis Transmisi,Manual,4
daihatsu,sigra,1-2-r-mt,Jumlah Silinder,4,5
daihatsu,sigra,1-2-r-mt,Katup per Silinder,4,5
daihatsu,sigra,1-2-r-mt,Konfigurasi Katup,DOHC,5
daihatsu,sigra,1-2-r-mt,Sistem Suplai Bahan Bakar,EFI,5
daihatsu,sigra,1-2-r-mt,Mesin,"1.2L Petrol Engine, Inline 4 Cylinder 16 Valve DOHC Dual VVT-i",5
daihatsu,sigra,1-2-r-at,Kapasitas mesin,1197 cc,1
daihatsu,sigra,1-2-r-at,Tenaga,87 hp,1
daihatsu,sigra,1-2-r-at,Torsi,108 Nm,1
daihatsu,sigra,1-2-r-at,Jenis Bahan Bakar,Bensin,1
daihatsu,sigra,1-2-r-at,Girboks,4-Speed,4
daihatsu,sigra,1-2-r-at,Jenis Transmisi,Otomatis,4
daihatsu,sigra,1-2-r-at,Jumlah Silinder,4,5
daihatsu,sigra,1-2-r-at,Katup per Silinder,4,5
daihatsu,sigra,1-2-r-at,Konfigurasi Katup,DOHC,5
daihatsu,sigra,1-2-r-at,Sistem Suplai Bahan Bakar,EFI,5
daihatsu,sigra,1-2-r-at,Mesin,"1.2L Petrol Engine, Inline 4 Cylinder 16 Valve DOHC Dual VVT-i",5
daihatsu,sigra,1-2-x-dlx-mt,Kapasitas mesin,1197 cc,1
daihatsu,sigra,1-2-x-dlx-mt,Tenaga,87 hp,1
daihatsu,sigra,1-2-x-dlx-mt,Torsi,108 Nm,1
daihatsu,sigra,1-2-x-dlx-mt,Jenis Bahan Bakar,Bensin,1
daihatsu,sigra,1-2-x-dlx-mt,Girboks,5-Speed,4
daihatsu,sigra,1-2-x-dlx-mt,Jenis Transmisi,Manual,4
daihatsu,sigra,1-2-x-dlx-mt,Jumlah Silinder,4,5
daihatsu,sigra,1-2-x-dlx-mt,Katup per Silinder,4,5
daihatsu,sigra,1-2-x-dlx-mt,Konfigurasi Katup,DOHC,5
daihatsu,sigra,1-2-x-dlx-mt,Sistem Suplai Bahan Bakar,EFI,5
daihatsu,sigra,1-2-x-dlx-mt,Mesin,"1.2L Petrol Engine, Inline 4 Cylinder 16 Valve DOHC Dual VVT-i",5
daihatsu,sigra,1-2-x-dlx-at,Kapasitas mesin,1197 cc,1
daihatsu,sigra,1-2-x-dlx-at,Tenaga,87 hp,1
daihatsu,sigra,1-2-x-dlx-at,Torsi,108 Nm,1
daihatsu,sigra,1-2-x-dlx-at,Jenis Bahan Bakar,Bensin,1
daihatsu,sigra,1-2-x-dlx-at,Girboks,4-Speed,4
daihatsu,sigra,1-2-x-dlx-at,Jenis Transmisi,Otomatis,4
daihatsu,sigra,1-2-x-dlx-at,Jumlah Silinder,4,5
daihatsu,sigra,1-2-x-dlx-at,Katup per Silinder,4,5
daihatsu,sigra,1-2-x-dlx-at,Konfigurasi Katup,DOHC,5
daihatsu,sigra,1-2-x-dlx-at,Sistem Suplai Bahan Bakar,EFI,5
daihatsu,sigra,1-2-x-dlx-at,Mesin,"1.2L Petrol Engine, Inline 4 Cylinder 16 Valve DOHC Dual VVT-i",5
daihatsu,sigra,1-2-r-dlx-mt,Kapasitas mesin,1197 cc,1
daihatsu,sigra,1-2-r-dlx-mt,Tenaga,87 hp,1
daihatsu,sigra,1-2-r-dlx-mt,Torsi,108 Nm,1
daihatsu,sigra,1-2-r-dlx-mt,Jenis Bahan Bakar,Bensin,1
daihatsu,sigra,1-2-r-dlx-mt,Girboks,5-Speed,4
daihatsu,sigra,1-2-r-dlx-mt,Jenis Transmisi,Manual,4
daihatsu,sigra,1-2-r-dlx-mt,Jumlah Silinder,4,5
daihatsu,sigra,1-2-r-dlx-mt,Katup per Silinder,4,5
daihatsu,sigra,1-2-r-dlx-mt,Konfigurasi Katup,DOHC,5
daihatsu,sigra,1-2-r-dlx-mt,Sistem Suplai Bahan Bakar,EFI,5
daihatsu,sigra,1-2-r-dlx-mt,Mesin,"1.2L Petrol Engine, Inline 4 Cylinder 16 Valve DOHC Dual VVT-i",5
daihatsu,sigra,1-2-r-dlx-at,Kapasitas mesin,1197 cc,1
daihatsu,sigra,1-2-r-dlx-at,Tenaga,87 hp,1
daihatsu,sigra,1-2-r-dlx-at,Torsi,108 Nm,1
daihatsu,sigra,1-2-r-dlx-at,Jenis Bahan Bakar,Bensin,1
daihatsu,sigra,1-2-r-dlx-at,Girboks,4-Speed,4
daihatsu,sigra,1-2-r-dlx-at,Jenis Transmisi,Otomatis,4
daihatsu,sigra,1-2-r-dlx-at,Jumlah Silinder,4,5
daihatsu,sigra,1-2-r-dlx-at,Katup per Silinder,4,5
daihatsu,sigra,1-2-r-dlx-at,Konfigurasi Katup,DOHC,5
daihatsu,sigra,1-2-r-dlx-at,Sistem Suplai Bahan Bakar,EFI,5
daihatsu,sigra,1-2-r-dlx-at,Mesin,"1.2L Petrol Engine, Inline 4 Cylinder 16 Valve DOHC Dual VVT-i",5
daihatsu,grand-xenia,1-3-x-deluxe-at,Kapasitas mesin,1329 cc,1
daihatsu,grand-xenia,1-3-x-deluxe-at,Tenaga,96 hp,1
daihatsu,grand-xenia,1-3-x-deluxe-at,Jenis Bahan Bakar,Bensin,1
daihatsu,grand-xenia,1-3-x-deluxe-at,Torsi,121 Nm,1
daihatsu,grand-xenia,1-3-x-deluxe-at,Girboks,4-Speed,4
daihatsu,grand-xenia,1-3-x-deluxe-at,Jenis Transmisi,Otomatis,4
daihatsu,grand-xenia,1-3-x-deluxe-at,Jenis penggerak,FWD,4
daihatsu,grand-xenia,1-3-x-deluxe-at,Jumlah Silinder,4,5
daihatsu,grand-xenia,1-3-x-deluxe-at,Katup per Silinder,4,5
daihatsu,grand-xenia,1-3-x-deluxe-at,Konfigurasi Katup,DOHC,5
daihatsu,grand-xenia,1-3-x-deluxe-at,Sistem Suplai Bahan Bakar,EFI,5
daihatsu,grand-xenia,1-3-x-deluxe-at,Mesin,"1.3L Petrol Engine, 4 Cylinder 16 Valve DOHC Dual VVT-i",5
daihatsu,grand-xenia,1-3-r-deluxe-mt,Kapasitas mesin,1329 cc,1
daihatsu,grand-xenia,1-3-r-deluxe-mt,Tenaga,96 hp,1
daihatsu,grand-xenia,1-3-r-deluxe-mt,Torsi,121 Nm,1
daihatsu,grand-xenia,1-3-r-deluxe-mt,Jenis Bahan Bakar,Bensin,1
daihatsu,grand-xenia,1-3-r-deluxe-mt,Girboks,5-Speed,4
daihatsu,grand-xenia,1-3-r-deluxe-mt,Jenis Transmisi,Manual,4
daihatsu,grand-xenia,1-3-r-deluxe-mt,Jenis penggerak,FWD,4
daihatsu,grand-xenia,1-3-r-deluxe-mt,Jumlah Silinder,4,5
daihatsu,grand-xenia,1-3-r-deluxe-mt,Katup per Silinder,4,5
daihatsu,grand-xenia,1-3-r-deluxe-mt,Konfigurasi Katup,DOHC,5
daihatsu,grand-xenia,1-3-r-deluxe-mt,Sistem Suplai Bahan Bakar,EFI,5
daihatsu,grand-xenia,1-3-r-deluxe-mt,Mesin,"1.3L Petrol Engine, 4 Cylinder 16 Valve DOHC Dual VVT-i",5
daihatsu,grand-xenia,1-3-r-deluxe-at,Kapasitas mesin,1329 cc,1
daihatsu,grand-xenia,1-3-r-deluxe-at,Tenaga,96 hp,1
daihatsu,grand-xenia,1-3-r-deluxe-at,Torsi,121 Nm,1
daihatsu,grand-xenia,1-3-r-deluxe-at,Jenis Bahan Bakar,Bensin,1
daihatsu,grand-xenia,1-3-r-deluxe-at,Girboks,4-Speed,4
daihatsu,grand-xenia,1-3-r-deluxe-at,Jenis Transmisi,Otomatis,4
daihatsu,grand-xenia,1-3-r-deluxe-at,Jenis penggerak,FWD,4
daihatsu,grand-xenia,1-3-r-deluxe-at,Jumlah Silinder,4,5
daihatsu,grand-xenia,1-3-r-deluxe-at,Katup per Silinder,4,5
daihatsu,grand-xenia,1-3-r-deluxe-at,Konfigurasi Katup,DOHC,5
daihatsu,grand-xenia,1-3-r-deluxe-at,Sistem Suplai Bahan Bakar,EFI,5
daihatsu,grand-xenia,1-3-r-deluxe-at,Mesin,"1.3L Petrol Engine, 4 Cylinder 16 Valve DOHC Dual VVT-i",5
daihatsu,grand-xenia,1-3-x-mt,Kapasitas mesin,1329 cc,1
daihatsu,grand-xenia,1-3-x-mt,Tenaga,96 hp,1
daihatsu,grand-xenia,1-3-x-mt,Jenis Bahan Bakar,Bensin,1
daihatsu,grand-xenia,1-3-x-mt,Torsi,121 Nm,1
daihatsu,grand-xenia,1-3-x-mt,Girboks,5-Speed,4
daihatsu,grand-xenia,1-3-x-mt,Jenis penggerak,FWD,4
daihatsu,grand-xenia,1-3-x-mt,Jenis Transmisi,Manual,4
daihatsu,grand-xenia,1-3-x-mt,Jumlah Silinder,4,5
daihatsu,grand-xenia,1-3-x-mt,Katup per Silinder,4,5
daihatsu,grand-xenia,1-3-x-mt,Konfigurasi Katup,DOHC,5
daihatsu,grand-xenia,1-3-x-mt,Sistem Suplai Bahan Bakar,EFI,5
daihatsu,grand-xenia,1-3-x-mt,Mesin,"1.3L Petrol Engine, 4 Cylinder 16 Valve DOHC Dual VVT-i",5
daihatsu,grand-xenia,1-3-x-at,Kapasitas mesin,1329 cc,1
daihatsu,grand-xenia,1-3-x-at,Tenaga,96 hp,1
daihatsu,grand-xenia,1-3-x-at,Jenis Bahan Bakar,Bensin,1
daihatsu,grand-xenia,1-3-x-at,Torsi,121 Nm,1
daihatsu,grand-xenia,1-3-x-at,Girboks,4-Speed,4
daihatsu,grand-xenia,1-3-x-at,Jenis Transmisi,Otomatis,4
daihatsu,grand-xenia,1-3-x-at,Jenis penggerak,FWD,4
daihatsu,grand-xenia,1-3-x-at,Jumlah Silinder,4,5
daihatsu,grand-xenia,1-3-x-at,Katup per Silinder,4,5
daihatsu,grand-xenia,1-3-x-at,Konfigurasi Katup,DOHC,5
daihatsu,grand-xenia,1-3-x-at,Sistem Suplai Bahan Bakar,EFI,5
daihatsu,grand-xenia,1-3-x-at,Mesin,"1.3L Petrol Engine, 4 Cylinder 16 Valve DOHC Dual VVT-i",5
daihatsu,grand-xenia,1-3-r-mt,Kapasitas mesin,1329 cc,1
daihatsu,grand-xenia,1-3-r-mt,Tenaga,96 hp,1
daihatsu,grand-xenia,1-3-r-mt,Torsi,121 Nm,1
daihatsu,grand-xenia,1-3-r-mt,Jenis Bahan Bakar,Bensin,1
daihatsu,grand-xenia,1-3-r-mt,Girboks,5-Speed,4
daihatsu,grand-xenia,1-3-r-mt,Jenis Transmisi,Manual,4
daihatsu,grand-xenia,1-3-r-mt,Jenis penggerak,FWD,4
daihatsu,grand-xenia,1-3-r-mt,Jumlah Silinder,4,5
daihatsu,grand-xenia,1-3-r-mt,Katup per Silinder,4,5
daihatsu,grand-xenia,1-3-r-mt,Konfigurasi Katup,DOHC,5
daihatsu,grand-xenia,1-3-r-mt,Sistem Suplai Bahan Bakar,EFI,5
daihatsu,grand-xenia,1-3-r-mt,Mesin,"1.3L Petrol Engine, 4 Cylinder 16 Valve DOHC Dual VVT-i",5
daihatsu,grand-xenia,1-3-r-at,Kapasitas mesin,1329 cc,1
daihatsu,grand-xenia,1-3-r-at,Tenaga,96 hp,1
daihatsu,grand-xenia,1-3-r-at,Torsi,121 Nm,1
daihatsu,grand-xenia,1-3-r-at,Jenis Bahan Bakar,Bensin,1
daihatsu,grand-xenia,1-3-r-at,Girboks,4-Speed,4
daihatsu,grand-xenia,1-3-r-at,Jenis Transmisi,Otomatis,4
daihatsu,grand-xenia,1-3-r-at,Jenis penggerak,FWD,4
daihatsu,grand-xenia,1-3-r-at,Jumlah Silinder,4,5
daihatsu,grand-xenia,1-3-r-at,Katup per Silinder,4,5
daihatsu,grand-xenia,1-3-r-at,Konfigurasi Katup,DOHC,5
daihatsu,grand-xenia,1-3-r-at,Sistem Suplai Bahan Bakar,EFI,5
daihatsu,grand-xenia,1-3-r-at,Mesin,"1.3L Petrol Engine, 4 Cylinder 16 Valve DOHC Dual VVT-i",5
daihatsu,grand-xenia,1-5-r-deluxe-mt,Kapasitas mesin,1496 cc,1
daihatsu,grand-xenia,1-5-r-deluxe-mt,Tenaga,103 hp,1
daihatsu,grand-xenia,1-5-r-deluxe-mt,Torsi,136 Nm,1
daihatsu,grand-xenia,1-5-r-deluxe-mt,Jenis Bahan Bakar,Bensin,1
daihatsu,grand-xenia,1-5-r-deluxe-mt,Girboks,5-Speed,4
daihatsu,grand-xenia,1-5-r-deluxe-mt,Jenis Transmisi,Manual,4
daihatsu,grand-xenia,1-5-r-deluxe-mt,Jenis penggerak,FWD,4
daihatsu,grand-xenia,1-5-r-deluxe-mt,Jumlah Silinder,4,5
daihatsu,grand-xenia,1-5-r-deluxe-mt,Katup per Silinder,4,5
daihatsu,grand-xenia,1-5-r-deluxe-mt,Konfigurasi Katup,DOHC,5
daihatsu,grand-xenia,1-5-r-deluxe-mt,Sistem Suplai Bahan Bakar,EFI,5
daihatsu,grand-xenia,1-5-r-deluxe-mt,Mesin,"1.5L Petrol Engine, 4 Cylinder 16 Valve DOHC Dual VVT-i",5
daihatsu,grand-xenia,1-5-r-deluxe-at,Kapasitas mesin,1496 cc,1
daihatsu,grand-xenia,1-5-r-deluxe-at,Tenaga,103 hp,1
daihatsu,grand-xenia,1-5-r-deluxe-at,Torsi,136 Nm,1
daihatsu,grand-xenia,1-5-r-deluxe-at,Jenis Bahan Bakar,Bensin,1
daihatsu,grand-xenia,1-5-r-deluxe-at,Girboks,4-Speed,4
daihatsu,grand-xenia,1-5-r-deluxe-at,Jenis Transmisi,Otomatis,4
daihatsu,grand-xenia,1-5-r-deluxe-at,Jenis penggerak,FWD,4
daihatsu,grand-xenia,1-5-r-deluxe-at,Jumlah Silinder,4,5
daihatsu,grand-xenia,1-5-r-deluxe-at,Katup per Silinder,4,5
daihatsu,grand-xenia,1-5-r-deluxe-at,Konfigurasi Katup,DOHC,5
daihatsu,grand-xenia,1-5-r-deluxe-at,Sistem Suplai Bahan Bakar,EFI,5
daihatsu,grand-xenia,1-5-r-deluxe-at,Mesin,"1.5L Petrol Engine, 4 Cylinder 16 Valve DOHC Dual VVT-i",5
daihatsu,grand-xenia,1-3-x-deluxe-mt,Kapasitas mesin,1329 cc,1
daihatsu,grand-xenia,1-3-x-deluxe-mt,Tenaga,96 hp,1
daihatsu,grand-xenia,1-3-x-deluxe-mt,Jenis Bahan Bakar,Bensin,1
daihatsu,grand-xenia,1-3-x-deluxe-mt,Torsi,121 Nm,1
daihatsu,grand-xenia,1-3-x-deluxe-mt,Girboks,5-Speed,4
daihatsu,grand-xenia,1-3-x-deluxe-mt,Jenis penggerak,FWD,4
daihatsu,grand-xenia,1-3-x-deluxe-mt,Jenis Transmisi,Manual,4
daihatsu,grand-xenia,1-3-x-deluxe-mt,Jumlah Silinder,4,5
